235.159000,215.419000
327.986000,339.469000
441.038000,454.998000
538.762000,541.623000
630.252000,656.300000
680.963000,720.408000
814.453000,857.679000
933.505000,976.147000
1047.634000,1097.476000
945.497000,952.471000
1252.990000,1308.858000
1497.838000,1484.478000
1812.696000,1730.402000
1816.643000,1797.653000
2009.793000,1992.023000
2127.315000,2136.877000
2301.874000,2156.927000
2276.963000,2174.758000
2354.299000,2229.368000
1664.152000,1587.759000
1708.261000,1644.902000
1783.516000,1677.014000
1962.452000,1841.753000
1958.090000,1905.186000
2054.879000,1926.093000
2158.242000,1988.183000
2275.724000,2091.347000
2446.037000,2213.342000
2477.163000,2269.112000
3555.717000,3428.082000
4101.693000,3693.668000
3873.747000,3491.148000
4093.811000,3684.488000
3039.726000,2649.665000
3137.153000,2727.372000
3275.019000,2808.250000
3370.189000,2875.781000
3488.263000,2943.558000
3581.783000,3088.240000
3899.021000,3273.112000
3822.587000,3188.919000
3939.011000,3257.643000
5252.644000,4469.971000
4979.261000,4239.486000
4205.841000,3601.515000
4262.607000,3587.917000
4494.033000,3689.140000
4542.985000,3937.876000
4703.072000,3887.045000
4755.203000,4156.724000
5114.539000,4028.288000
5058.125000,4306.578000
5155.339000,4362.662000
5302.465000,4562.950000
5497.452000,4579.684000
5872.641000,4841.577000
8541.357000,6757.690000
8001.608000,6872.525000
6121.738000,5118.911000
6460.195000,5412.795000
6771.655000,5292.340000
6799.159000,5572.065000
6991.373000,5811.446000
7129.086000,6016.424000
9479.851000,8119.185000
7910.847000,6508.775000
8395.572000,6244.259000
8326.140000,6549.691000
8737.969000,6973.627000
9016.491000,7460.290000
9450.374000,7282.844000
9461.166000,7987.135000
9865.030000,7863.442000
10681.275000,8168.860000
11037.650000,8387.020000
11446.468000,9063.401000
11887.355000,9448.690000
12323.530000,9598.390000
17138.880000,13385.861000
12836.718000,10288.032000
15988.920000,13062.917000
16696.874000,13586.659000
15683.485000,12564.229000
16705.658000,13333.448000
15474.813000,12068.531000
15811.654000,12191.648000
16280.637000,12413.488000
16587.120000,12879.511000
18962.568000,14595.727000
17948.397000,13472.826000
21519.628000,15742.697000
19322.119000,14612.129000
19463.011000,15432.683000
20014.761000,15780.361000
22867.454000,17203.265000
23206.343000,17935.754000
22498.286000,16624.074000
23531.271000,17873.537000
