149.005000,136.852000
215.406000,224.616000
275.558000,301.168000
334.443000,347.430000
390.382000,409.916000
454.335000,471.790000
526.201000,543.258000
626.374000,619.899000
733.102000,681.696000
805.142000,760.445000
865.236000,842.111000
971.999000,906.190000
1014.182000,992.722000
1153.566000,1069.321000
1198.442000,1152.173000
1303.838000,1217.752000
1379.749000,1292.122000
1450.636000,1371.111000
1561.882000,1449.399000
1630.050000,1523.721000
1752.250000,1602.168000
1959.650000,1716.992000
2130.306000,1922.809000
2103.202000,1865.076000
2232.414000,1942.441000
2210.866000,1982.310000
2317.624000,2091.755000
2428.366000,2162.655000
2523.115000,2234.608000
2657.520000,2352.541000
2770.713000,2347.189000
2842.725000,2501.157000
2939.944000,2554.902000
3087.502000,2755.535000
3165.730000,2740.710000
3261.074000,2781.729000
3362.418000,2903.157000
3533.322000,2979.245000
3548.556000,3035.352000
3670.246000,3140.602000
3785.021000,3255.275000
3870.123000,3241.373000
3964.794000,3553.942000
4143.393000,3483.130000
4205.953000,3445.758000
5644.549000,4300.376000
8291.886000,6734.137000
7470.718000,6346.180000
