2.869048,2
3.383333,3
2.751852,2
3.008065,2
3.408696,3
3.316046,3
3.587246,3
3.565217,3
3.097297,2
3.174797,3
3.693341,3
2.548913,1
3.050000,3
2.573810,2
3.320513,3
2.791667,2
3.251282,3
3.045238,3
3.363665,3
2.541667,2
3.439286,3
2.997619,3
2.977778,3
3.501685,3
3.379336,3
3.619444,3
3.287805,3
3.195833,3
3.093590,3
2.804598,2
3.242944,3
2.795455,2
3.445238,3
3.050000,3
3.715580,3
3.345098,3
3.942050,3
3.472757,3
3.511387,3
3.381395,3
2.864583,2
2.709524,2
3.625838,3
3.317647,3
3.247368,3
3.180952,3
2.769841,2
3.056410,3
3.116667,3
3.265438,3
4.603741,4
5.369091,4
5.109029,4
4.906667,4
4.684202,4
3.285714,2
4.949286,4
4.380000,4
5.394286,4
4.261218,3
4.546667,4
4.690476,4
4.405093,4
4.259058,4
5.025510,4
4.968889,4
5.185000,4
4.031667,3
4.533333,4
4.984040,4
3.261905,2
3.015152,2
5.108889,4
4.706429,4
4.490000,4
4.165000,4
4.992778,4
5.331111,4
5.621667,4
3.779167,3
4.953333,4
4.266156,4
4.698980,4
4.608844,4
4.327143,4
4.216667,4
4.809736,4
4.399864,4
4.574713,4
4.290683,4
4.507143,4
5.107143,4
4.821385,4
5.119898,4
5.353939,4
4.861111,4
4.890476,4
4.699320,4
4.906213,4
3.871277,3
5.765058,5
6.859394,5
6.722754,5
6.570144,5
6.425253,5
6.105000,5
5.636364,5
6.664343,5
5.751688,5
6.385000,5
6.662424,5
6.022548,5
5.055185,3
6.616331,5
6.296694,5
6.290000,5
7.051020,5
7.072013,5
6.593889,5
6.207632,5
5.703750,5
6.200000,5
5.797658,5
6.216026,5
6.162778,5
6.906555,5
7.130794,5
6.702754,5
5.837143,5
5.734643,5
5.385454,5
6.423357,5
6.780202,5
6.695455,5
6.534762,5
6.210556,5
5.717143,5
7.192919,5
5.747619,5
6.564878,5
5.895000,5
4.926923,3
5.936491,5
6.377071,5
6.060882,5
6.315000,5
5.121482,5
6.573658,5
7.145963,5
6.406667,5
7.930830,7
7.639587,7
7.526563,7
8.182424,7
8.088156,7
7.958333,7
7.932921,7
5.390000,3
8.310951,7
7.728572,7
7.950909,7
7.980202,7
8.450238,7
6.081379,3
8.266056,7
8.818728,7
8.351648,7
7.456905,7
8.278077,7
8.114058,7
7.997787,7
8.539006,7
7.452675,6
7.063629,6
8.214744,7
7.053333,5
8.433333,7
8.125833,7
